ID,IDESTABLEC,HORARIO,DIRECCI,NOMBRE_DEL,TIPO_DE_ES,BARRIO,NOMBRE_D_1,POINT_X,POINT_Y
522,163246,DIA/NOCHE,Kr 13A  20 91,HOSPEDAJE SPRINT,Hospedaje,Alameda,Santafe,-74.07483672,4.610048981
523,1114140,DIA/NOCHE,KR 15  23 48,CLUB INTERNACIONAL LA PISCINA (Noche),Club,Santafe,Martires,-74.07486452,4.61234081
524,1114280,DIA/NOCHE,CL 24  15 11/15,POSADA ANDAGOYA,Servicio de alojamiento y hospedaje.,Santafe,Martires,-74.07487085,4.612897528
525,1114284,DIA/NOCHE,KR 15  23 79,CASA CLARK,Hospedaje,Santafe,Martires,-74.07490584,4.612768442
526,1114281,DIA/NOCHE,Cl. 24  15 19,POSADA PUERTO NARE,Servicio de alojamiento.,Santafe,Martires,-74.07491598,4.612938315
527,1114294,DIA/NOCHE,KR 15  23 73,CASA VILLA LUZ,Servicio de acompa-amiento,Santafe,Martires,-74.07496087,4.612696547
528,1114289,DIA/NOCHE,KR 16  23 78,RESIDENCIAS NUEVA IRLANDA,Alojamiento en residencia.,Santafe,Martires,-74.07502342,4.612859496
529,1114288,DIA/NOCHE,KR 16  23 76,HOSTAL E.V.P.(Bochica),Servico de hospedaje.,Santafe,Martires,-74.07507575,4.612820502
530,163238,DIA/NOCHE,Kr 13A  20 31,HOSPEDAJE VIOLETA,Residencia,Alameda,Santafe,-74.0751387,4.609569142
531,1114137,NOCTURNO,KR 16  23 89,TROYA,Wiskeria,Santafe,Martires,-74.07514849,4.613130214
532,1114282,DIA/NOCHE,KR 15  23 37,HOSTAL YUPANQUI,Residencia,Santafe,Martires,-74.07517654,4.612406454
533,1114345,DIA/NOCHE,Cl 23  14 27,DOLLS HOUSE,Bar WiskerEa,Santafe,Martires,-74.07518173,4.611763856
534,1114135,DIA/NOCHE,KR 16A  23 88,ATONIS CLUB,Expendio de bebidas alcoh0licas,Santafe,Martires,-74.07524887,4.613240631
535,1114339,DIA/NOCHE,Kr 15  23 07,LAS VEGAS NIGTH CLUB,Expendio de bebidas alcoholicas,Santafe,Martires,-74.07525648,4.61219831
536,163251,DIA/NOCHE,Cl 18  12 56,VILLA NUEVA,Alojamiento,Capuchina,Santafe,-74.07527633,4.607061983
537,163237,DIA/NOCHE,Kr 13A  19 76,AEROPUERTO,Residencia,Alameda,Santafe,-74.07528904,4.608973404
538,1114208,DIA/NOCHE,KR 16  23 30,STUKAL,Discoteca,santafe,Martires,-74.07532603,4.612529159
539,163212,DIA/NOCHE,Cl 20  13A 07,RESIDENCIAS BEL RIO DEL CENTRO,PensiEn,Alameda,Santafe,-74.07538316,4.609093939
540,163234,DIA/NOCHE,Kr 13A  19 50,SAN GERMAN,Hospedaje,Alameda,Santafe,-74.07542284,4.608778306
541,1114136,DIA/NOCHE,KR 16A  23 58,PAISAS CLUB,Expendio de bebidas alcoh0licas,Santafe,Martires,-74.07545913,4.613079878
542,163233,DIA/NOCHE,Kr 13A  19 42,RESIDENCIAS ARLINTON,Residencia,Alameda,Santafe,-74.07547013,4.608714485
543,163232,DIA/NOCHE,Kr 13A  19 40,MORLY,Hospedaje,Alameda,Santafe,-74.07547327,4.608626181
544,1114134,DIA/NOCHE,Kr 16A  23 83,TAMAGUCHI WISKERIA,Expendio de bebidas y presentaci0n de shows.,Santa fe,Martires,-74.0754874,4.61340171
545,163231,DIA/NOCHE,Kr 13A  19 26,RESIDENCIAS HIDALGO,Residencia,Alameda,Santafe,-74.07551417,4.608571352
546,1114311,SIN INFORMACION,KR 15  22 40,HOSPEDAJE EL JARDIN,Hospedaje,Santafe,Martires,-74.07552457,4.611452153
547,1114335,NOCTURNO,Kr 16A  23 52,FIEBRE SEX,Expendio de bebidas alcoholicas,Santafe,Martires,-74.07553119,4.61302479
548,163236,SIN INFORMACION,Kr 13A  19 69,RESIDENCIA URIBE,Alojamiento,Alameda,Santafe,-74.07553807,4.608994275
549,1114270,DIA/NOCHE,AV Caracas 21 31,HOSPEDAJE VALPARAISO,Residencia,Santafe,Martires,-74.07556196,4.610578305
550,1114317,DIA/NOCHE,KR 16A  23 63,MONTERREY,Corporaci,Santafe,Martires,-74.07563853,4.613303268
551,163253,DIA/NOCHE,Cl 18  12 88,RESIDENCIAS S.M. SANCHEZ MARTINEZ (Posada caldas martrnez),Servicio de hospedaje,Capuchina,Santafe,-74.0756456,4.607180783
552,1114322,SIN INFORMACION,KR 15  22 69,LA PISCINA CLUB INTERNACIONAL (D0a),Expendio de bebidas alcoholicas,Santafe,Martires,-74.07564706,4.611780879
553,1114287,SIN INFORMACION,KR 16  23 07,LATINAS CLUB (El romance),Expencio de licores,Santafe,Martires,-74.07564789,4.612565877
554,163252,DIA/NOCHE,Cl 18  12 73 P.2,HOSPEDAJE DORA,Servicio de hospedaje,Capuchina,Santafe,-74.07566895,4.606879295
555,1114266,DIA/NOCHE,CL 22  14 13,CALI PLAZA,Residencia,Favorita,Martires,-74.0757625,4.610809979
556,1114316,DIA/NOCHE,KR 16A  23 43,ENCUENTROS CLUB BAR,Expendio de bebidas alcoholicas,Santafe,Martires,-74.07578959,4.61320483
557,1114132,DIA/NOCHE,KR 16A  23 43,VENUS CLUB,Expendio de bebidas.,Santafe,Martires,-74.07578959,4.61320483
558,1114131,DIA/NOCHE,KR 16A  23 19,WISKERIA AFINES,Expendio de bebidas alcoh0licas.,Santafe,Martires,-74.07594075,4.613106591
559,1114267,DIA/NOCHE,CL 22  14 43,RESIDENCIAS LLANERO,Alojamiento en residencias,Favorita,Martires,-74.07600378,4.610960881
560,1114309,DIA/NOCHE,CL 23  16 37,HOSPEDAJE 23 (el diamante),Hospedaje,Santafe,Martires,-74.07604209,4.612516399
561,1114273,DIA/NOCHE,KR 14BIS  20 39,PRISMA,Hostal,Favorita,Martires,-74.07609006,4.610331953
562,1114269,DIA/NOCHE,KR 14BIS  20 37,RESIDENCIAS YORQUI,Alojamiento por horas,Favorita,Martires,-74.07613481,4.610276199
563,1114234,DIA/NOCHE,CL 20  14 51,RESIDENCIAS ANDALUCIA,Alojamiento en residencia.,Favorita,Martires,-74.0763949,4.609773786
564,1114277,DIA/NOCHE,KR 15BIS  19 40,LONDON,Residencia,Favorita,Martires,-74.07653234,4.6095498
565,1114315,DIA/NOCHE,CL 20  15 03,EL DESCANSO DEL GUERRERO,Hostal,Santafe,Martires,-74.0766431,4.610042298
566,1114206,DIA/NOCHE,KR 16  19A 26,GEMELAS INGRID,Residencias,Favorita,Martires,-74.07705565,4.610323603
567,1114334,DIA/NOCHE,Kr 16  19 50,RESIDENCIA MAR0A IRMA (La cuna de tarzan),Residencia,Favorita,Martires,-74.07719053,4.610058359
568,1114143,DIA/NOCHE,KR 16  19 28,TABERNA BAR GRITO DE TARZAN (El portachuelo),Taberna bar,Favorita,Martires,-74.07724244,4.609915891
569,1617193,DIA/NOCHE,Cl 11  9 33,LA PESEBRERA,Billar,Catedral,Candelaria,-74.0774576,4.599411813
570,163118,DIA/NOCHE,Kr 13  13 70,CAF1 CLUB BILLARES RIO SENA,Comercio de bebidas.,Capuchina,Santafe,-74.07841764,4.603444651
571,1614347,DIA/NOCHE,Cl 3A  10 70,HOSPEDAJE LA VILLA N. 2,Hospedaje.,San Bernardo,Santafe,-74.08298348,4.593270329
572,163259,SIN INFORMACION,Cl 3A  10 73,HOSPEDAJE NAN,Alojamiento en residencia.,San Bernardo,Santafe,-74.0830958,4.593035401
573,163303,DIA/NOCHE,Cl 3  10 62,BRISAS NORTE,Alojamiento,San Bernardo,Santafe,-74.0832043,4.59265282
574,163260,SIN INFORMACION,Kr 10A  3 31,ORQUIDEA DE LA 10a,Hospedaje,San Bernardo,Santafe,-74.08331446,4.593088561
575,163199,DIURNO,Cl 3  10 61,EL ESCONDITE DE LAS PALMAS,Venta de licores,San Bernardo,Santafe,-74.08332676,4.592458427
576,163304,SIN INFORMACION,Kr 10A  3 29,PRIMAVERA CENTRAL,Alojamiento,San Bernardo,Santafe,-74.08335138,4.593030713
577,1614346,DIA/NOCHE,Cl 3  10A 8,HOSPEDAJE LOS GEMELOS,"Alojamiento, residencia",San Bernardo,Santafe,-74.08345728,4.592851706
578,163127,DIA/NOCHE,Cl 3  11A 21,LA MATICA,Expendio y consumo de licores,San Bernardo,Santafe,-74.08435473,4.593078162
579,131276,NOCTURNO,AC 68  66 18 P2,BAR LAS ESTRELLAS 68,Expendio de bebidas,San Fernando,Barrios Unidos,-74.08474118,4.676211164
580,1115176,SIN INFORMACION,DG 1 sur  14 45,RANCHO GRANDE,Wiskeria,San Antonio,Antonio NariEo,-74.0902852,4.591756203
581,1116182,DIA/NOCHE,CL 12B  30 44,CAT'S BAR,Expendio de bebidas alcoholicas,Pensilvania,Puente Aranda,-74.09282468,4.613894372
582,1116178,DIA/NOCHE,CL 12B  30 52,EXPENDIO DE LICORES EL CAMPE-N ( El eskape),Expendio y consumo de licores.,Pensilvania,Puente Aranda,-74.09283743,4.614035457
583,131121,NOCTURNO,KR 101B  138 27 P3,EL OASIS,Wiskeria,Costa azul,Suba,-74.09452282,4.739910825
584,1312156,NOCHE,CL 139  102C 18,"MEL1N, CAF2 Y BAR.",Wiskeria,Costa azul,Suba,-74.09585523,4.740918565
585,1115205,NOCTURNO,KR 16  21 23 Sur,BAR LOS DELFINES,venta y consumo de licores,Restrepo,Antonio Nariuo,-74.10290324,4.582180801
586,131127,NOCTURNO,CL 139  112 44   P. 2,WISKERIA BAR LA 139 (Wiskeria show picardias),AcompaIamiento de damas,Villa Mar,Suba,-74.10360312,4.743668906
587,1253,NOCTURNO,Cl 73D bis  0 12 S,STAR CLUB LA 73,Wiskeria y Habitaciones,Sta Librada,Usme,-74.11744513,4.516693604
588,12660,NOCTURNO,KR 16  51 60 S,TIENDA DE DANIELA,Venta y consumo de licores,San Carlos,Tunjuelito,-74.12636356,4.564625671
589,15844,NOCTURNO,AC 26  69 30 S,MANANTIAL BLUE (corporaci0n privada casa olimpo),Venta de licores,Carvajal,Kennedy,-74.13501458,4.613738778
590,158170,NOCHE,KR 69C  25 09 S,FLOWERS,Venta de licores,Carvajal,Kennedy,-74.13559659,4.615015866
591,158192,NOCHE,AC 26  69C 68 S P. 2,MORROCO LUCAS,Expendio de bebidas,Carvajal,Kennedy,-74.13625206,4.615460734
592,15850,NOCTURNO,KR 72C  26 58 S P. 2,CLUB DE MASAJES VENTA Y CONSUMO DE LICORES LAS OSITAS,Club de masajes,Carvajal,Kennedy,-74.14167594,4.619359832
593,158135,NOCTURNO,CL 44D  72 51  S esquina,WISKERIA VIDEO BAR MI TOLIMA,Wiskeria,Nuevo Delicias,Kennedy,-74.1458676,4.597321515
594,158121,DIA/NOCHE,KR 78C  38A 33 S,HOSTAL BAR JR Y SERVICIO DE ACOMPA,Expendio de Bebidas alcoholicas,Kennedy Central,Kennedy,-74.15226536,4.62132958
595,15853,NOCTURNO,AV 1 de mayo  39A 77 S,GAROTAS CLUB,Video bar,Kennedy,Kennedy,-74.97740213,3.691879226
596,15860,NOCTURNO,KR 78B  39A 16 S,TABERNA RUMBA TROPICAL (Nevada Club),Expendio de bebidas alcohelicas,Kennedy,Kennedy,-74.15273783,4.619668907
597,158169,NOCHE,AV 1 de mayo 69A 03,CASCABEL,Servicio de discoteca,Carvajal,Kennedy,-74.13515872,4.613368161
598,15876,DIA/NOCHE,DG 38  83C 16 S P. 1,LA MANSI3N (Juritrox) ( El Oasis),Club,Llano grande,Kennedy,-74.16189009,4.634367831
599,15864,DIA/NOCHE,DG 38  83C 09  S P. 2,WISKERIA LOS TRES AMIGOS,Expendio de bebidas alcoh0licas para el consumo dentro del establecimiento.,Maria paz (Patio Bonito),Kennedy,-74.16198217,4.634132814
600,15866,DIA/NOCHE,DG 38  84 08 S,SHANKAWI (Shinfurka),Wiskeria,Patio Bonito,Kennedy,-74.16218619,4.634399032
601,158171,DIA/NOCHE,DG 38  84 15 S P.1,ROKOLA BAR DONDE VALE,Bar,Maria Paz,Kennedy,-74.16228955,4.634203317
602,158167,DIA/NOCHE,DG 38  84 15 S,CARAMELO SHOW,Expendio de bebidas,Maria paz,Kennedy,-74.16228955,4.634203317
603,15862,NOCTURNO,DG 38  84 19 S P. 2,WISKERIA TROPI RUMBA (Club Tropis show),Expendio de bebidas,Maria Paz,Kennedy,-74.16235103,4.634217415
604,158128,NOCTURNO,CL 38  86C 07 S,ELLAS PUNTO 86,Wiskeria,Patio Bonito,Kennedy,-74.16362909,4.635099614
605,158114,NOCTURNO,CL 38  86 F 12 S P. 2,CLUB PRIVADO EL BAMB2,Venta de Licores,Patio Bonito,Kennedy,-74.16390446,4.635960518
606,158178,NOCHE,AV 1 de mayo  72A 50  P.2,ANGELES BARRA Y TANGA,Expendio de bebidas,Carvajal,Kennedy,-74.14087911,4.619090229
607,15870,NOCTURNO,CL 38  87C 03 S,WISKERIA ESCALSN,Expendio de Bebidas alcoh0licas y Alojamiento,Patio Bonito,Kennedy,-74.1648902,4.636751177
608,15834,NOCTURNO,AK 80  44 47 S,BAR WISKERIA LA 86 (Club privado la 86) (LA 86),Expendio a la mesa de licores,Britalia  (Calarca),Kennedy,-74.16728273,4.620518767
609,157195,NOCHE,AK 80  58N 32 S,WISKERIA SHOW LAS BAMBYES,Wiskeria,Jose Antonio Galan,Bosa,-74.18079968,4.608487278
610,15730,NOCTURNO,CL 59  79G 24 S,CLUB TRES  ESQUINAS,Venta y consumo dealcohol.,Josa A Galan,Bosa,-74.18087448,4.608456737
611,15728,NOCTURNO,CL 62  86B 29 S,GRILL WISKERIA EL GATO NEGRO  (Wiskeria puto 86),Wiskeria,Bosa Nova,Bosa,-74.18937751,4.619911876
612,14191,DIA/NOCHE,CL 140  13 36 L3,CENTRO ESTETICO RELAX PISCIS,Peluqueria y otros,Cedritos,Usaquen,-74.04083716,4.721279979
613,14188,DIA/NOCHE,CL 140  13 32  L10,CENTRO STETICO ARMONIA,Masajes,Cedritos,Usaquen,-74.04089886,4.721306294
614,14178,DIA/NOCHE,AK 15  118 45  L102 103,BELLEZA EST4TICA ARMONY,Masajes Relajante,Santa Barbara occidental,Usaquen,-74.04317614,4.697937335
615,141117,DIA/NOCHE,AK 15  104 76 L 14,CENTRO DE ESTETICA MANOS MCGICAS,Sala de masajes,RincAn de Chico,Usaquen,-74.04666135,4.689220917
616,141100,DIA,AK 15  104 76 L 36,"ARTE, BELLEZA Y SALUD",Masaje corporal,Rincon del chico,Usaquen,-74.04666135,4.689220917
617,141101,DIA/NOCHE,AK 15  103 70 L 207,BEATY ESTHETIC NEW LIFE,Tratamiento EstNtico,Rincon del chico,Usaquen,-74.04698477,4.688512325
618,14184,DIA/NOCHE,AK 15  104 03 L9,AARTE Y CLASE,Centro de masajes,Santa Bibiana,Usaquen,-74.04700558,4.688887068
619,14189,SIN INFORMACION,AK 15  104 03 L6,CENTRO DE RELAJAMIENTO BODY RELAX (Centro estetico aalum),Centro terapia,Santa Bibiana,Usaquen,-74.04700558,4.688887068
620,141113,DIA/NOCHE,AK 15  104 03 L 13,ABABELLAS,Centro est tico.,Santa Barbara occidental,Usaquen,-74.04700558,4.688887068
621,14238,NOCTURNO,KR 14  98 18,CASA COREANA 98 (Iwa swohpin bar),Restaurante .,Chico Reservado II sector,Chapinero,-74.04777205,4.682775595
622,142110,DIA/NOCHE,AV Caracas  74 24,PLATINUM,Servicio de acompa amiento,Chico Norte,Chapinero,-74.04944656,4.654893396
623,14280,DIURNO,AV caracas  73 46,WISKERIA CLAPTON,Venta y consumo de licores.,Porci ncula,Chapinero,-74.04985881,4.654244646
624,14293,NOCHE,AV caracas  73 28 P.2,KUKILANDIA SHOW (Club elite class),Grilles.,Porciuncula,Chapinero,-74.04994188,4.654137014
625,14236,NOCTURNO,CL 90  14 57,CORPORACI N CLUB SOCIAL Y PRIVADA  LANCASTER,Club Social,El Chico,Chapinero,-74.05271025,4.674133509
626,14237,NOCTURNO,KR 18  93A 83,RESTAURANTE BAR JUAN PABLO,Venta de comidas y bebidas alcohAlicas,Chico Norte,Chapinero,-74.05335666,4.679657521
627,1311148,DIA/NOCHE,CL 129A  45 06 P2,ONE RELAX CENTER,Sala de masajes,Prado Veraniego,Suba,-74.05340533,4.71615148
628,14251,NOCTURNO,CL 86A  14 49,SIRUN,Expendio de Bebidas alcohslicas,La cabrera,Chapinero,-74.05441165,4.67071451
629,14250,DIURNO,KR 14  83 23 P.2,CENTRO ESTETICO HORIZONTE,Sala de estetica,El Retiro,Chapinero,-74.05500532,4.668385074
630,142103,DIA,CL 83  14 26 P.2,MANTIS CENTRO DE ESTETICA,"Centro de estetica, Consultorio.",El Retiro,Chapinero,-74.05532644,4.668394722
631,14294,NOCTURNO,KR 12A  78 74,STATION IN,Expendio de comidas preparadas.,Espartillal,Chapinero,-74.05585549,4.664222817
632,142108,DIA,CL 82  16A 25 P 2,VIDEO BABYLONIA BAR (video only adultos),Alquiler y proyecci n de pelnculas de video,Lago Gaitan,Chapinero,-74.05803705,4.668225948
633,14244,DIA/NOCHE,CL 76  15 34,PENTHOUSE CLUB,Venta de licores.,Lago Gaitan,Chapinero,-74.05942536,4.663147572
634,14292,DIA/NOCHE,CL 73  15 10 of. 201,TAOZ,Expendio de bebidas alcoholicas,Porciuncula,Chapinero,-74.06149756,4.660835359
635,1312183,NOCHE,CL 73  20 54,EPHMOAH,Servicio de mesa y bar,San Felipe,Barrios Unidos,-74.06199857,4.661172428
636,131263,DIA/NOCHE,CL 70  14 30 P2,CLUB LA 70,Bar masajes,Concepcion norte - Alcazares,Barrios Unidos,-74.06292061,4.656700444
637,142115,NOCHE,KR 13  65 21 P.2,CORPORACI N CLUB SOCIAL PARA LAS MUJERES MARGINADAS DE BOGOTs. COSOMURBO,Corporaci n.,Quinta Camacho,Chapinero,-74.06326048,4.652017683
638,12648,NOCTURNO,Cl 51  7 88 P3 S,WISKERIA LA COLORADA,Wiskeria,Tunjuelito,Tunjuelito,-74.063454,4.637545674
639,14210,DIA/NOCHE,CL 64  13 73,ASOCIACI3N SOCIAL Y CULTURAL PARA LOS GRUPOS MUSICALES EN COLOMBIA. ASOGRUMOS. (Pasarela Chanteclair),CorporaciNn Privada.,Chapinero Norte,Chapinero,-74.06365348,4.650911541
640,14227,DIA/NOCHE,CL 61  13 79  P2,PUNTO DE DIVERSIONES DV.COM (divas la 61),video proyecciones en cabinas,Chapinero central,Chapinero,-74.06404325,4.647847221
641,142106,DIA,KR 13A  61A 16,CONFIDENCIAS,Servicio de masajes,Chapinero central,Chapinero,-74.06412266,4.648511884
642,14232,DIA/NOCHE,CL 61  13 64 P.2,PUSSYS HOUSE,Expendio de licores.,Chapinero central,Chapinero,-74.06417841,4.648058319
643,14285,DIA/NOCHE,CL 60  13 26 P.2,VIDEO LA GRAN 60 (Video Proyeciones extasis),Exhibici n de filmes y video.,Chapinero central,Chapinero,-74.06435357,4.647013423
644,14228,DIA/NOCHE,CL 60  13 20 P.2,GRAN PREMIER DE LA 60,Sala de proyecciLn,Chapinero central,Chapinero,-74.06438693,4.647022995
645,14295,DIA/NOCHE,CL 61A  13A 39 P.3,RESERVADO BAR SENSACIONES VIDEO,Expendio y consumo de licores.,Chapinero Central,Chapinero,-74.06461859,4.648413612
646,1312113,NOCTURNO,KR 15  63 26,BAR RESERVADO LA 15 (Flamingo),Venta y Consumo de licores.,Chapinero Occidental,Teusaquillo,-74.06557921,4.65004966
647,14260,NOCTURNO,KR 13  49 77,WISKERIA SHOW LA 49 (forinaig),Servicio de bar.,Marly,Chapinero,-74.06570355,4.637008095
648,14259,NOCTURNO,KR 13  49 73,NUEVA WISKERIA MARLY,Expendio de bebidas alcoholicas.,Marly,Chapinero,-74.06571048,4.636968681
649,131393,NOCTURNO,CL 60  14 29,NUEVO JR BAR (show video bar jr) (Bagdad),Venta y consumo de licores,Chapinero,Teusaquillo,-74.06573855,4.647142395
650,14258,DIA/NOCHE,CL 49  13 88,SHOWS ARTISTICOS. (Wiskeria bar pasarela la 49),Expendio y consumo de licores.,Marly,Chapinero,-74.06587862,4.636348765
651,1312177,DIA/NOCHE,AC 68  17 81,PROYECCIONES HAZLY (Bar Barbies) (Reservado Madona),Video bar,7 de agosto,Barrios Unidos,-74.06589213,4.656389613
652,14255,NOCTURNO,KR 13  48 21,WISKERIA SHOW LINARES,Servicio de bar.,Marly,Chapinero,-74.06595106,4.635466327
653,1312142,DIA/NOCHE,CL 67  16 25,DULZURAS DE LA 67 (Club las pitufas),Venta y consumo de licores.,Esperanza - 7 de agosto,Barrios Unidos,-74.06599811,4.655581024
654,131280,DIA/NOCHE,CL 67  16 13,BAR TERNURAS (Costa Azul de la 67) (Vallunas),Venta y consumo de licores,Esperanza - 7 de agosto,Barrios Unidos,-74.06606091,4.65562104
655,1312155,DIA/NOCHE,KR 17  66 36,LOCURAS BAR,Venta y consumo de licores,7 de agosto,Barrios Unidos,-74.06659617,4.654741979
656,1312115,DIA/NOCHE,KR 19  67 50,VIDEO GLADYS (Las magnolias) (Video proyecciones meu),Expendio de licores,7 de agosto,Barrios Unidos,-74.06664432,4.6565254
657,1312188,NOCHE,KR 17  66 23,WISKERIA BAR LA VIT,Expendio de bebidas.,7 de agosto,Barrios Unidos,-74.06679666,4.654760369
658,14264,DIURNO,CL 41  13 34,KAREN`S ACOMPA,Servicio de acompaEamiento.,Sucre,Chapinero,-74.06734674,4.62914262
659,131394,DIA/NOCHE,KR 15A  56 45,SEXI GIRL6S BLUE (Star blue night),Servicio de acompaSamiento,San Luis,Teusaquillo,-74.06737305,4.643970478
660,1312179,DIA/NOCHE,KR 21  67 38,TIENDA LICORES EN GENERAL GUILLOS,Expendio de bebidas alcoholicas,7 de agosto,Barrios Unidos,-74.06808716,4.657336271
661,131229,DIA/NOCHE,KR 21  67 22,"BAR DISCOTECA LA 21 """"casadas""""",Venta de licores,7 de agosto,Barrios Unidos,-74.06815579,4.657232087
662,131231,DIA/NOCHE,KR 21  67 57,YINAS (Virgos),Venta de licores.,7 de agosto,Barrios Unidos,-74.06815598,4.657559673
663,131246,DIA/NOCHE,KR 21  66 98,EL BARON 7 DE AGOSTO,Expendio al por menor de licores,7 de agosto,Barrios Unidos,-74.06826465,4.657066821
664,131232,DIA/NOCHE,KR 21  67 29,BAR ARIES,Expendio de bebidas alcoholicas,7 de agosto,Barrios Unidos,-74.06827608,4.657377353
665,131253,DIA/NOCHE,KR 21  67 19,GRIL BAR EL RINCON PAISA,Venta de licores.,7 de agosto,Barrios Unidos,-74.06831897,4.657312238
666,1312164,DIA/NOCHE,KR 21  66 95,LOS PINOS EPQ,Expendio de licores,7 de agosto,Barrios Unidos,-74.06843672,4.657133488
667,1265,DIA/NOCHE,Kr 16  51 22  P.1 S,LAS CHIQUIS SHOW (yucatan),Venta y consumo de licores,San Carlos,Tunjuelito,-74.06858343,4.638878309
668,131259,SIN INFORMACION,KR 22  67 30,JARDIN DEL BUDA (Colegialas),Wiskeria,7 de agosto,Barrios Unidos,-74.06865686,4.657649682
669,131396,DIA/NOCHE,CL 52  16 76,ACOMPA AMIENTO TU Y YO (Cupo estudiantil tu y yo),Servicios de alojamiento,Galerias,Teusaquillo,-74.0687225,4.639891829
670,1312114,NOCTURNO,KR 22  67 23,TAURUS CLUB LTDA. (Corporaci n nacional sede la mansi,PrestaciLn de servicios para espectaculos.,7 de agosto,Barrios Unidos,-74.06883565,4.657708519
671,163110,DIA/NOCHE,Cl 20  8 86,CLUB WINSORD,Expendio de licores.,Nieves,Santafe,-74.07183301,4.606889294
672,163108,DIA/NOCHE,Kr 8  19 31  P1 y 2,CASA SHOW  WISKERIA,Expendio de bebidas.,Nieves,Santafe,-74.07221039,4.606108077
673,16394,DIA/NOCHE,Cl 22  10 56,WISKERIA DISCO BAR ALKELIS (nimaima),Venta de licores,Alameda,Santafe,-74.0727173,4.609314695
674,16395,DIA/NOCHE,Cl 23  12 33,VIDEO TIENDA BAR LA 23,Venta de licores,Alameda,Santafe,-74.07301617,4.610306084
675,163216,SIN INFORMACION,Cl 24A  13A 97,SANTA CATALINA,Hospedaje,Alameda,Santafe,-74.07322449,4.612241535
676,163312,SIN INFORMACION,Cl 20  9 17,HOSPEDAJE EL GRAN OASIS (Residencia),Residencia,nieves,santafe,-74.0732746,4.607712931
677,163215,SIN INFORMACION,Cl 24A  13A 85,RESIDENCIAS DORE,Hospedaje,Alameda,Santafe,-74.07333336,4.612323007
678,163210,DIA/NOCHE,Cl 20  10 46,MONSERRATE,Residencia,Alameda,Santafe,-74.07357481,4.608147448
679,163220,SIN INFORMACION,Kr 12  20 35,HOSTAL ROSI,Hospedaje,Alameda,Santafe,-74.0736265,4.608701007
680,1614351,DIA/NOCHE,Kr 9  17 62 P 2,WISKERIA EL SENEGAL,Wiskeria,Veracruz,Santafe,-74.07364017,4.60522946
681,1614350,DIA/NOCHE,Kr 9  17 54 L. 302,PASARELA SHOW MUSAS KUKANOVA,Grill,Veracruz,Santafe,-74.07368576,4.605153942
682,163217,SIN INFORMACION,Kr 12  20 10,CA AVERAL,Residencia,Alameda,Santafe,-74.07371006,4.608304241
683,1313112,DIA/NOCHE,CL 30  17 71,HYS INVERSIONES (Palacete),Expendio de bebidas.,Teusaquillo,Teusaquillo,-74.07382028,4.61936497
684,163330,SIN INFORMACION,Cl 22  13 79,HOSPEDAJE MONTEBELLO,Hospedaje,Alameda,Santafe,-74.07401484,4.609857736
685,163113,DIA/NOCHE,Kr 9  16 68,CLUB SOCIAL Y DEPORTIVO EL VIEJO ALEMAN,Billar,Veracruz,Santafe,-74.07417408,4.604338021
686,163223,DIA/NOCHE,Kr 13  20 45,HOSPEDAJE MANANTIAL,Hospedaje,Alameda,Santafe,-74.07436974,4.609351612
687,163249,DIA/NOCHE,Cl 18  10 42,RESIDENCIAS BOSTON,Alojamiento,Capuchina,Santafe,-74.07467971,4.606487533
688,1114285,DIA/NOCHE,KR 15  23 80,EL ENCANTO,Hostal,Santafe,Martires,-74.07472364,4.612692603
689,1114286,SIN INFORMACION,KR 15  23 99,RESIDENCIAS ROQUI,Alojamiento en residencias,Santafe,Martires,-74.07475535,4.612961736
690,163116,DIA/NOCHE,Cl 16  9 67 (No hay Placa),BAR CANDILEJAS,Bar,Veracruz,Santafe,-74.07494869,4.603833364
691,1114291,DIA/NOCHE,KR 16  23 92,HOSTAL EL CONTENTO,Servicio de Hospedaje.,Santafe,Martires,-74.07496258,4.613074735
692,1114198,DIA/NOCHE,CL 23  14 29,EL CASTILLO,Wiskeria,Santafe,Martires,-74.07518203,4.61186417
693,1114353,DIA/NOCHE,Kr 16  23 50,RESIDENCIAS Y BAR DAYTONA,Alquiler de alcobas.,Santafe,Martires,-74.07526816,4.612737272
694,163341,DIURNO,Cl 16  9 23 L212,JULIANIS,Sala de Masajes,Veracruz,Santafe,-74.07529808,4.60406884
695,163340,DIURNO,Cl 16  9 23 L307,VIDEO ROCO STAR,Video,Veracruz,Santafe,-74.07529808,4.60406884
696,1114133,DIA/NOCHE,KR 16A  23 76,CASONA CLUB,Expendio de bebidas alcoh,Santafe,Martires,-74.07537894,4.613252761
697,163203,DIA/NOCHE,Av caracas  21 18,FUENTE DE SODA EL INGENIO,venta de licores,Alameda,Santafe,-74.07542172,4.61020019
698,1114207,DIA/NOCHE,KR 16  23 26,VIDEO BAR EL ZAFIRO,Expendio de bebidas alcoholicas,Santafe,Martires,-74.07544278,4.612544435
699,163244,DIA/NOCHE,CL 23  15 20,CALIFORNIA,Hospedaje,Alameda,Santafe,-74.07555803,4.612396243
700,1114329,SIN INFORMACION,Cl 23  15 20 / 22,CLUB CALIFORNIA,Expendio de bebidas alcoholicas,Santafe,Martires,-74.07555803,4.612396243
